file_id,t1,la1,mu_over_la1,psi,la2_multiplier,n_tips,num_leaves_after_t1,num_leaves_before_t1,height,is_ultrametric
1,7.7552434652946625,0.3004356885406943,0.5831494601666939,0.7180565658792196,2.4229756809167653,261,19,242,12.150146778768267,False
6,5.408793766184015,0.3963549294046553,0.4139396181424662,0.9055473860461156,3.557957517873473,172,9,163,8.539124407266149,False
3,7.090529518433675,0.980518770567507,0.500106962749672,0.7644124624410873,2.324148860716478,856,396,460,7.387347462624169,False
7,7.1794079274206,0.5921996374191765,0.0634832004183235,0.7598635016712403,3.017225252812257,537,60,477,9.089899811627015,False
5,7.57348564995679,0.9377312958516992,0.1979765343057697,0.6514616944556471,3.3282594774729164,623,276,347,7.300178967764936,False
10,6.679695657949069,0.693648987231933,0.8945587445961727,0.4875943966728858,2.3994386045416247,655,36,619,10.322020736768813,False
9,4.346449244418965,0.9539281598163086,0.4867497012157885,0.300475593992373,3.349398936122188,355,25,330,5.776067421003659,False
2,6.045929257139148,0.9421158592157596,0.3620014017022099,0.6859133363572694,3.190369012630597,206,62,144,6.368373200921041,False
0,7.178220376214494,0.5169965579988209,0.4358968367644126,0.4126817040747143,4.186709618402491,307,16,291,8.852709116189697,False
15,4.619673960087382,0.3781184611902918,0.0029064707815989,0.8314499157213895,2.7688595282036186,635,43,592,7.261144147818519,False
16,7.798407380203095,0.3859140100852103,0.5990473317104783,0.7523697776936369,3.837926677566,230,28,202,11.366577466581386,False
18,6.214574330310038,0.7679253169704967,0.0650393784109774,0.6848780935193391,3.568908216199987,502,27,475,7.575975026879096,False
13,5.973271233607993,0.730134090023795,0.5959818680447249,0.9921057003426108,3.5769223012225497,617,116,501,6.9831069732632205,False
11,7.722707029758309,0.2856686613990677,0.2060393996463898,0.7322025121749038,2.926122316435782,211,12,199,12.4024265158065,False
20,6.555497593250511,0.3737739483581306,0.1299170119619615,0.6659231853487293,3.489438991614492,218,23,195,8.992504134416798,False
21,6.385288950582629,0.9704366885372392,0.1064482038374124,0.8841250679482273,3.958032418911031,542,45,497,7.145928949550407,False
8,4.303648882606833,0.7788281050440173,0.2383250785044015,0.3102238013191407,4.939565772879671,420,28,392,5.3740692864971065,False
17,5.805213126166836,0.1650654071977151,0.1063971994219098,0.5900954183012507,4.851179196927996,131,12,119,7.995959029968211,False
25,4.11821869756011,0.9149357628435452,0.2604262986824379,0.6350359839686862,2.3459403245058024,392,22,370,6.0127041032429585,False
4,5.963909424760959,0.9560361405361528,0.109820423836511,0.4282803218931511,3.0935488429059155,970,100,870,7.027710877158562,False
12,7.502660633033171,0.3754956787806405,0.3480647186079147,0.4552237639611249,4.71805060455076,590,33,557,9.403328476935044,False
27,7.158575085368681,0.5747768912688768,0.7832950081037185,0.7801237105639981,4.775856496056253,456,52,404,8.950307283306048,False
22,6.773070086244548,0.0250041889930847,0.1289428039683582,0.7829375356424028,3.6146153393448968,133,12,121,37.67595691891759,False
29,7.813313985892094,0.5149893480624004,0.0506016699340547,0.8657802157130241,2.467440580540752,366,366,0,7.373363154560813,False
19,7.572847015155974,0.2489369053263513,0.2471950647463769,0.6709465141252047,3.878080121899624,427,22,405,12.68523396224146,False
28,5.794893179498178,0.3553273833804938,0.0140035090765417,0.8012747688597982,2.498723685432668,388,25,363,10.11564653878933,False
33,6.8524234762138345,0.6910314773328466,0.2170654718819973,0.8002314405196341,3.4329844529215383,149,78,71,6.891180103005662,False
