file_id,t1,la1,mu_over_la1,psi,la2_multiplier,n_tips,height,is_ultrametric
1,7.7552434652946625,0.3004356885406943,0.5831494601666939,0.7180565658792196,2.4229756809167653,261,15.461302900293958,False
4,4.398782054720916,0.0437185254034121,0.5104197749951046,0.4222544786040911,4.203602315599495,852,74.54751362216717,False
6,5.408793766184015,0.3963549294046553,0.4139396181424662,0.9055473860461156,3.557957517873473,172,9.732844064593678,False
10,6.679695657949069,0.693648987231933,0.8945587445961727,0.4875943966728858,2.3994386045416247,655,11.892834934808395,False
7,7.1794079274206,0.5921996374191765,0.0634832004183235,0.7598635016712403,3.017225252812257,537,12.056896734773352,False
2,4.9942067651972,0.538228952555818,0.3142603776876663,0.3355530477670861,2.860878456174742,250,9.96298031138211,False
13,4.797530395702377,0.322931947692343,0.6739708900277248,0.9074404640899766,2.599894925024901,428,11.134741432622588,False
8,7.577748174194992,0.2685729250848802,0.7341757620647741,0.4286802316347093,3.36117026841289,324,14.608306572224242,False
9,4.254373427632801,0.4533126942956643,0.5419995869985705,0.8002239321970936,2.0655115262342507,485,12.488075181761413,False
15,4.619673960087382,0.3781184611902918,0.0029064707815989,0.8314499157213895,2.7688595282036186,635,9.11130969295956,False
16,7.798407380203095,0.3859140100852103,0.5990473317104783,0.7523697776936369,3.837926677566,230,12.491557494758341,False
5,7.061098697556308,0.4631143913554201,0.5857365515927261,0.7668113482948624,4.246990529244695,717,13.553760116268364,False
19,5.578572610693893,0.1768351832670683,0.687684317509039,0.2018755129437818,2.0919387871351214,406,27.687848413277596,False
20,5.638242175272051,0.0419765431812651,0.6899572149527085,0.4062948610783848,2.4069809027090323,209,45.96710604877081,False
17,6.196752859962842,0.5643670742860573,0.4958679572614943,0.6561945072348044,2.342786127047226,842,11.055721274425217,False
14,4.4287396959555805,0.0469285295864858,0.2223971058194975,0.5440467640474437,2.153880450975242,776,48.70810204306861,False
3,4.472276538594688,0.791445302847318,0.5286158582959442,0.8599410576917735,2.5381498308504606,585,8.487771938044972,False
24,4.003566917708712,0.2730782329736287,0.4592825987316329,0.5685432570321625,2.7955989678460837,747,12.41804464913099,False
21,5.812767941148036,0.7921199639595372,0.8914578303666097,0.6029616532380898,3.449922273203301,526,10.040836451155819,False
11,6.997829813614132,0.3293882419752143,0.466013739418357,0.2006527756126258,4.122305308202067,985,12.328329521458537,False
0,4.482160777589349,0.4978173957261184,0.0661913254151587,0.7086650005069864,2.018186164431337,149,8.595916750467033,False
